Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
03/16/2001,Enemy at the Gates,"In 1942, Red Army soldier Vasily finds himself on the front lines of the Battle of Stalingrad. He and a German sniper begin a game of cat and mouse.",Jean-Jacques Annaud,"Joseph Fiennes,
Jude Law,
Rachel Weisz",James Horner,
03/16/2001,Memento,"Leonard tracks down a man who raped and killed his wife, but he suffers from a rare, untreatable form of short-term memory loss every 15 minutes.",Christopher Nolan,"Guy Pearce,
Carrie-Anne Moss,
Joe Pantoliano",David Julyan,
03/23/2001,Heartbreakers,Max and her daughter Page swindle wealthy men out of their money. They plan a con on a tobacco baron in Palm Beach for cash to pay off the IRS.,David Mirkin,"Sigourney Weaver,
Jennifer Love Hewitt,
Ray Liotta","John Debney,
Danny Elfman",
03/30/2001,Someone like You,"After being jilted by her producer boyfriend, a talk show talent scout writes a column on her theory of the love habits of men, gaining national fame.",Tony Goldwyn,"Ashley Judd,
Greg Kinnear,
Hugh Jackman",Rolfe Kent,
03/30/2001,Spy Kids,Carmen and Juni become spies for the OSS to save their ex-spy parents from a children's TV host mutating agents into creatures on his show.,Robert Rodriguez,"Antonio Banderas,
Carla Gugino,
Alan Cumming","Danny Elfman,
John Debney,
Robert Rodriguez,
Los Lobos,
Harry Gregson-Williams",
03/30/2001,The Tailor of Panama,"A former convict turned tailor is strong-armed by an amoral MI6 agent into spying on the Panama government, but he begins exaggerating stories.",John Boorman,"Pierce Brosnan,
Geoffrey Rush,
Jamie Lee Curtis",Shaun Davey,
04/06/2001,Along Came a Spider,"When a senator's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case.",Lee Tamahori,"Morgan Freeman,
Monica Potter,
Michael Wincott",Jerry Goldsmith,Alex Cross 2
04/06/2001,Blow,"In L.A., George starts his own pot operation that lands him in prison, where he meets a cellmate who introduces him to a rich cocaine partnership.",Ted Demme,"Johnny Depp,
Penélope Cruz,
Franka Potente",Graeme Revell,
04/11/2001,Joe Dirt,"After being abandoned by his parents at 8 years old at the Grand Canyon, a janitor tells the story of his journey to find them at an L.A. radio station.",Dennie Gordon,"David Spade,
Brittany Daniel,
Dennis Miller",Waddy Wachtel,
04/11/2001,Josie and the Pussycats,A girl trio from Riverdale find themselves involved in a conspiracy to deliver subliminal messages of a CEO and the U.S. government with pop music.,"Harry Elfont,
Deborah Kaplan","Rachael Leigh Cook,
Tara Reid,
Rosario Dawson",John Frizzell,
04/13/2001,Bridget Jones's Diary,Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,Sharon Maguire,"Renée Zellweger,
Colin Firth,
Hugh Grant",Patrick Doyle,Bridget Jones 1
04/27/2001,Driven,Rookie driver Jimmy has won five races but starts making errors. Paraplegic team owner enlists Carl to help as a former Champ Car champion driver.,Renny Harlin,"Sylvester Stallone,
Burt Reynolds,
Kip Pardue",BT,
05/04/2001,The Mummy Returns,"In 1933, Rick, Evelyn, and their son Alex recover a brace with ties to Anubis' army, last used by the Scorpion King. A living Imhotep revives his love.",Stephen Sommers,"Brendan Fraser,
Rachel Weisz,
John Hannah",Alan Silvestri,The Mummy 2
05/11/2001,A Knight's Tale,"In 14th-century Europe, after his master dies, a peasant squire, fueled by his desire for food and glory, creates an identity for himself as a knight.",Brian Helgeland,"Heath Ledger,
Shannyn Sossamon,
Rufus Sewell",Carter Burwell,
05/18/2001,Shrek,"A lord exiles fairytale creatures to the swamp of a grumpy ogre, who must rescue a princess from a dragon for him with a donkey to get his land back.","Andrew Adamson,
Vicky Jenson","Mike Myers,
Eddie Murphy,
Cameron Diaz","Harry Gregson-Williams,
John Powell",
05/25/2001,Pearl Harbor,"In 1941, two friends become Army pilots and fall in love with the same nurse. When the Japanese Navy attack, the two join a colonel to fight back.",Michael Bay,"Ben Affleck,
Josh Hartnett,
Kate Beckinsale",Hans Zimmer,
06/01/2001,Moulin Rouge!,"In 1898 Paris, writer Christian starts a passionate affair with a nightclub's sick star Satine, but she is promised to a duke who tries to keep them apart.",Baz Luhrmann,"Nicole Kidman,
Ewan McGregor,
John Leguizamo",Craig Armstrong,
06/01/2001,The Animal,"After receiving organ transplants from various animal donors, a man finds himself taking on the traits of those animals.",Luke Greenfield,"Rob Schneider,
Colleen Haskell,
John C. McGinley",Teddy Castellucci,
06/08/2001,Evolution,"In Arizona, college professors Ira and Harry, CDC scientist Allison, and firefighter Wayne try to fight alien organisms evolving after a meteorite crash.",Ivan Reitman,"David Duchovny,
Orlando Jones,
Seann William Scott",John Powell,
06/08/2001,Swordfish,"A covert counterterrorist unit Black Cell requires money to finance its war, but it is all locked away. Their leader brings in an ex-con hacker to assist.",Dominic Sena,"John Travolta,
Hugh Jackman,
Halle Berry","Christopher Young,
Paul Oakenfold",
06/15/2001,Atlantis: The Lost Empire,A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,"Gary Trousdale,
Kirk Wise","Michael J. Fox,
James Garner,
Cree Summer",James Newton Howard,
06/15/2001,Lara Croft: Tomb Raider,Lara Croft is tasked by her late father with finding and destroying both pieces of the time-controlling Triangle of Light before the Illuminati can use it.,Simon West,"Angelina Jolie,
Jon Voight,
Iain Glen",Graeme Revell,
06/15/2001,Sexy Beast,"Brutal gangster Don Logan recruits ""retired"" safecracker Gal for one last job, but it goes badly for both of them.",Jonathan Glazer,"Ray Winstone,
Ben Kingsley,
Ian McShane",Roque Baños,
06/22/2001,Dr. Dolittle 2,A group of beavers ask a veterinarian to save their habitat from loggers. The only hope is to get the forest preserved because it is the home of a protected bear.,Steve Carr,"Eddie Murphy,
Kristen Wilson,
Jeffrey Jones",David Newman,
06/22/2001,The Fast and the Furious,LAPD officer Brian O'Conner becomes enamored with the street racing world when he is assigned to investigate Dominic Toretto's close heist family.,Rob Cohen,"Paul Walker,
Vin Diesel,
Michelle Rodriguez",BT,Fast & Furious 1
06/27/2001,Baby Boy,"In South Central L.A., a misguided, unemployed 20-year-old black man has fathered two children by two different women and lives with his mother.",John Singleton,"Tyrese Gibson,
Snoop Dogg,
Ving Rhames",David Arnold,
06/29/2001,A.I. Artificial Intelligence,"In 2100s New Jersey, Mecha child David has an enduring love for his human mother. With a teddy bear, he seeks the Blue Fairy so he can be real.",Steven Spielberg,"Haley Joel Osment,
Jude Law,
Frances O'Connor",John Williams,
06/29/2001,Crazy/Beautiful,"In Los Angeles, the out-of-control daughter of a congressman falls for a smart Mexican-American student who wants to become a U.S. Navy pilot.",John Stockwell,"Kirsten Dunst,
Jay Hernandez,
Bruce Davison",Paul Haslinger,
06/29/2001,Pootie Tang,"A ghetto folk hero remembers his early childhood and battles against the evil Corporate America, who try to make him sell out endorsing products.",Louis C.K.,"Lance Crouther,
J. B. Smoove,
Jennifer Coolidge","QD3,
Prince Paul",
07/04/2001,Cats & Dogs,"An adopted Beagle discovers a secret, high-tech espionage war waged between cats and dogs, of which their human owners are blissfully unaware.",Lawrence Guterman,"Jeff Goldblum,
Elizabeth Perkins,
Tobey Maguire",John Debney,
07/04/2001,Scary Movie 2,"Four teens are tricked by Professor Oldman into being test subjects for a study at the haunted Hell House, but soon, they are not allowed to leave.",Keenen Ivory Wayans,"Shawn Wayans,
Marlon Wayans,
Anna Faris",Mark McGrath,
07/13/2001,Legally Blonde,Fashionable sorority girl Elle Woods is dumped by her boyfriend. She follows him to Harvard Law School and takes on a fitness instructor's case.,Robert Luketic,"Reese Witherspoon,
Luke Wilson,
Selma Blair",Rolfe Kent,
07/13/2001,Made,An aspiring boxer with a stripper girlfriend and his obnoxious loudmouth best friend agree to go to New York City for a money laundering scheme.,Jon Favreau,"Jon Favreau,
Vince Vaughn,
Peter Falk","John O'Brien,
Lyle Workman",
07/13/2001,The Score,A safe-cracker hopes to retire with his girlfriend when a young thief convinces him into doing one last heist to steal a sceptre from a custom house.,Frank Oz,"Robert De Niro,
Edward Norton,
Marlon Brando",Howard Shore,
07/18/2001,Jurassic Park III,"A couple convinces Dr. Grant to go to Isla Sorna for a holiday, but they are secretly seeking their 14-year-old son who went missing 8 weeks prior.",Joe Johnston,"Sam Neill,
William H. Macy,
Téa Leoni",Don Davis,
07/20/2001,America's Sweethearts,A movie publicist deals with the messy split of his movie's co-stars while keeping reporters at bay. A reclusive director holds the film's print hostage.,Joe Roth,"Julia Roberts,
Billy Crystal,
Catherine Zeta-Jones",James Newton Howard,
07/20/2001,Ghost World,"Two devious teen girls seek direction in life. As a gag, they respond to a man's ad for a date, but their friendship changes when one befriends him.",Terry Zwigoff,"Thora Birch,
Scarlett Johansson,
Steve Buscemi",David Kitay,
07/27/2001,Planet of the Apes,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where he is captured by talking apes that dominate a race of primitive humans.",Tim Burton,"Mark Wahlberg,
Tim Roth,
Helena Bonham Carter",Danny Elfman,Planet of the Apes remake
07/27/2001,Wet Hot American Summer,"In 1981, during a hot summer at Camp Firewood, counselors try to complete unfinished business like romantic trysts and organizing a talent show.",David Wain,"Janeane Garofalo,
David Hyde Pierce,
Molly Shannon","Theodore Shapiro,
Craig Wedren",
08/03/2001,Original Sin,"Bonny, along with her lover, plans to con wealthy Luis by marrying him, earning his trust, and then fleeing with money, but she falls in love with him.",Michael Cristofer,"Antonio Banderas,
Angelina Jolie,
Thomas Jane",Terence Blanchard,
08/03/2001,Rush Hour 2,Carter and Lee head to Hong Kong for a vacation thwarted by a murder case involving two customs agents after a bombing at the American embassy.,Brett Ratner,"Jackie Chan,
Chris Tucker,
John Lone",Lalo Schifrin,
08/03/2001,The Princess Diaries,Teen Mia Thermopolis learns she is the heir to the throne of Genovia. Her queen grandmother trains her before she decides whether to accept the title.,Garry Marshall,"Anne Hathaway,
Julie Andrews,
Héctor Elizondo",John Debney,
08/10/2001,American Pie 2,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun during the summer.",James B. Rogers,"Jason Biggs,
Shannon Elizabeth,
Alyson Hannigan",David Lawrence,
08/10/2001,Osmosis Jones,"In Rhode Island, a police white blood cell, with the help of a cold pill, must stop a deadly virus from destroying Frank, a human zookeeper they live in.","Bobby Farrelly,
Peter Farrelly,
Piet Kroon,
Tom Sito","Chris Rock,
Laurence Fishburne,
David Hyde Pierce",Randy Edelman,
08/10/2001,The Others,"In 1945 Jersey, Grace lives in a darkened house with her two photosensitive children. After hiring three servants, she thinks that ghosts haunt them.",Alejandro Amenábar,"Nicole Kidman,
Fionnula Flanagan,
Christopher Eccleston",Alejandro Amenábar,
08/17/2001,Rat Race,"A Las Vegas casino magnate, finding a new avenue for wagering, sets up a race between six ordinary people in a wild dash for $2 million.",Jerry Zucker,"Breckin Meyer,
Amy Smart,
Cuba Gooding Jr.",John Powell,
08/24/2001,Bubble Boy,"Born without an immune system, Jimmy lives in a sterilized dome. When neighbor Chloe leaves for Niagara Falls to marry, he uses a suit to stop her.",Blair Hayes,"Jake Gyllenhaal,
Swoosie Kurtz,
Marley Shelton",John Ottman,
08/24/2001,Ghosts of Mars,"In 2176, a police unit is sent to pick up a feared criminal at a remote mining post on Mars. They find Martian warriors have possessed humans.",John Carpenter,"Ice Cube,
Natasha Henstridge,
Jason Statham",John Carpenter,
08/24/2001,Jay and Silent Bob Strike Back,"When Jay and Silent Bob learn they will not get royalties for a poor comic book movie based on their characters, they set out to wreck the filming.",Kevin Smith,"Jason Mewes,
Kevin Smith,
Ben Affleck",James L. Venable,Jay and Silent Bob 1
08/24/2001,Summer Catch,A rich girl whose family summers on Cape Cod has a romance with a local poor boy who hopes to become a Major League Baseball player.,Mike Tollin,"Freddie Prinze Jr.,
Jessica Biel,
Fred Ward","George Fenton,
Tarsha Vega",
08/24/2001,The Curse of the Jade Scorpion,An insurance investigator and an efficency expert who despise each other are both hypnotized by a hypnotist with a jade scorpion into stealing jewels.,Woody Allen,"Woody Allen,
Dan Aykroyd,
Helen Hunt",N/A,
08/31/2001,Jeepers Creepers,A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature on a ritualistic eating spree.,Victor Salva,"Gina Philips,
Justin Long,
Jonathan Breck",Bennett Salvay,
09/07/2001,Rock Star,"Cole is a photocopier technician by day, and the singer of a Steel Dragon tribute band by night. He becomes the lead singer of the band he idolizes.",Stephen Herek,"Mark Wahlberg,
Jennifer Aniston,
Jason Flemyng",Trevor Rabin,
09/07/2001,The Musketeer,"Years since seeing his parents killed, D'Artagnan attempts to join the king's elite guards, the Royal Musketeers, and find the henchman responsible.",Peter Hyams,"Justin Chambers,
Tim Roth,
Stephen Rea",David Arnold,
09/14/2001,Hardball,"In Chicago, aimless gambler Connor must coach a black Little League team from a housing project to pay debts. He bonds with them and a teacher.",Brian Robbins,"Keanu Reeves,
Diane Lane,
John Hawkes",Mark Isham,
09/28/2001,Don't Say a Word,"When the daughter of a psychiatrist is kidnapped, the abductors demand he learn a six-digit number from a traumatized young woman in a sanitarium.",Gary Fleder,"Michael Douglas,
Sean Bean,
Brittany Murphy",Mark Isham,
