Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
02/06/1969,Dracula Has Risen from the Grave,"After Castle Dracula is exorcised, Dracula comes back to life. He follows a monsignor back to his hometown and preys on his niece and her friends.",Freddie Francis,"Christopher Lee,
Rupert Davies,
Veronica Carlson",James Bernard,Hammer Dracula 4
03/12/1969,Where Eagles Dare,"During World War II, Allied agents stage a raid on a castle where Nazis hold an American brigadier general prisoner, but double agents are revealed.",Brian G. Hutton,"Richard Burton,
Clint Eastwood,
Mary Ure",Ron Goodwin,
03/13/1969,Charro!,"Vince's gang steals a prized victory cannon from Mexico and frames the deed on ex-gang member Jess, who wants to go straight and fights back.",Charles Marquis Warren,"Elvis Presley,
Ina Balin,
Victor French",Hugo Montenegro,
05/10/1969,Mackenna's Gold,"A bandit kidnaps a Marshal who has seen a map showing a gold vein on Indian lands. Others look for it too, while the Apache work to keep it secret.",J. Lee Thompson,"Gregory Peck,
Omar Sharif,
Telly Savalas",Quincy Jones,
05/23/1969,Destroy All Monsters,"In 1999, all the Earth's giant monsters are kept on a small island near Japan. A race of female aliens release the beasts to destroy all major cities.",Ishirō Honda,"Akira Kubo,
Jun Tazaki,
Yoshio Tsuchiya",Akira Ifukube,Japan Godzilla 9
05/25/1969,Midnight Cowboy,"A Texan dishwasher travels to New York City to become a male prostitute, meeting an ailing con man with a limp. They form an uneasy alliance.",John Schlesinger,"Dustin Hoffman,
Jon Voight,
Sylvia Miles",John Barry,
05/28/1969,Once Upon a Time in the West,A mysterious stranger with a harmonica joins forces with a famed desperado to protect a widow from a ruthless assassin working for the railroad.,Sergio Leone,"Claudia Cardinale,
Henry Fonda,
Jason Robards",Ennio Morricone,
06/11/1969,True Grit,"In 1880, a drunken, hard-nosed U.S. Marshal and a Texas Ranger help a stubborn teenager Mattie capture her father's murderer in Indian Territory.",Henry Hathaway,"John Wayne,
Glen Campbell,
Kim Darby",Elmer Bernstein,
06/18/1969,The Wild Bunch,"In 1913 Texas, an aging outlaw prepares to retire after one final robbery. Joined by his gang, he discovers the heist is a setup by his old partner.",Sam Peckinpah,"William Holden,
Ernest Borgnine,
Robert Ryan",Jerry Fielding,
07/15/1969,Easy Rider,Two bikers head from L.A. to New Orleans with drug smuggling cash and meet a lawyer who spent a night in jail after overindulging in alcohol.,Dennis Hopper,"Peter Fonda,
Dennis Hopper,
Jack Nicholson",N/A,
09/03/1969,The Italian Job,"Released from prison, Charlie Croker leads a heist crew to steal gold bullion from an armoured security truck in Italy by creating a traffic incident.",Peter Collinson,"Michael Caine,
Noël Coward,
Benny Hill",Quincy Jones,
09/24/1969,Butch Cassidy and the Sundance Kid,"In 1899 Wyoming, two partners lead a band of outlaws. After a train robbery goes wrong, the two go on the run to Bolivia while chased by a posse.",George Roy Hill,"Paul Newman,
Robert Redford,
Katharine Ross",Burt Bacharach,
10/15/1969,Paint Your Wagon,A Michigan farmer and a gold prospector form a partnership in the California gold country. Their adventures include buying and sharing one wife.,Joshua Logan,"Lee Marvin,
Clint Eastwood,
Jean Seberg","Alan Jay Lerner,
Frederick Loewe",
10/22/1969,The Sterile Cuckoo,"Two college freshmen, quirky oddball Pookie and reserved Jerry, meet on a bus and start seeing each other. The two's differences pull them apart.",Alan J. Pakula,"Liza Minnelli,
Wendell Burton,
Tim McIntire",Fred Karlin,
11/05/1969,"Goodbye, Mr. Chips","In 1920s Britain, Arthur teaches Latin at a boys' school. He is thought boring by his pupils until he softens after he marries a music hall soubrette.",Herbert Ross,"Peter O'Toole,
Petula Clark,
Michael Redgrave","Leslie Bricusse,
John Williams",
11/27/1969,The Undefeated,"Ex-Confederate soldiers heading for new lives in Mexico run into ex-Union cavalrymen, but the two join forces to fight Mexican Comanchero bandits.",Andrew V. McLaglen,"John Wayne,
Rock Hudson,
Tony Aguilar",Hugo Montenegro,
12/10/1969,"They Shoot Horses, Don't They?","In 1932, sad people like failed director Robert and bitter Gloria participate in a dance contest on the Santa Monica Pier. It proves cruel and dishonest.",Sydney Pollack,"Jane Fonda,
Michael Sarrazin,
Susannah York",Johnny Green,
12/16/1969,Cactus Flower,"A dentist fakes he is married to avoid committing, but after he falls for his girlfriend and proposes, he recruits his lovelorn nurse to pose as his wife.",Gene Saks,"Walter Matthau,
Ingrid Bergman,
Goldie Hawn",Quincy Jones,
12/16/1969,"Hello, Dolly!","In 1890, a matchmaker travels to Yonkers to find a partner for wealthy Horace, pushing two clerks, his niece, and an artist to head to New York City.",Gene Kelly,"Barbra Streisand,
Walter Matthau,
Michael Crawford","Lennie Hayton,
Lionel Newman",
12/18/1969,Anne of the Thousand Days,"King Henry VIII of England discards Catharine of Aragon, who has failed to produce a male heir, in favor of the beautiful 18-year-old Anne Boleyn.",Charles Jarrott,"Richard Burton,
Geneviève Bujold,
Irene Papas",Georges Delerue,
12/19/1969,On Her Majesty's Secret Service,Bond woos a mob boss' daughter and uncovers the motivation for Blofeld's allergy research in the Swiss Alps with 12 hypnotized Angels of Death.,Peter R. Hunt,"George Lazenby,
Diana Rigg,
Telly Savalas",John Barry,James Bond 6
12/31/1969,The Computer Wore Tennis Shoes,"At Medfield College, an accident with a computer donated by criminals gives Dexter Riley the ability to learn a lot of knowledge instantly and perfectly.",Robert Butler,"Kurt Russell,
Cesar Romero,
Joe Flynn",Robert F. Brunner,
